Month,ProductID,Revenue,Units
Aug-99,1045,9951.48,4
Aug-99,1046,15426.81,13
Aug-99,1053,36280.44,12
Aug-99,1054,3590.37,1
Aug-99,1063,2802.87,1
Aug-99,1064,2802.87,1
Aug-99,1065,149472.54,42
Aug-99,1066,149472.54,42
Aug-99,1079,15746.85,5
Aug-99,1080,15746.85,5
Aug-99,1081,13541.85,5
Aug-99,1082,13541.85,5
Aug-99,1091,2034.27,1
Aug-99,1092,2034.27,1
Aug-99,1105,23682.96,8
Aug-99,1106,23682.96,8
Aug-99,1109,25193.70,10
Aug-99,1110,25193.70,10
Aug-99,1111,25163.46,18
Aug-99,1112,25163.46,18
Aug-99,1116,69506.01,23
Aug-99,1120,10391.85,5
Aug-99,1122,22672.44,12
Aug-99,1131,45354.33,9
Aug-99,1132,45356.22,6
Aug-99,1133,30237.48,4
Aug-99,1150,51836.40,11
Aug-99,1157,104313.51,23
Aug-99,1166,32000.85,5
Aug-99,1168,17637.48,4
Aug-99,1173,163783.62,26
Aug-99,1182,47234.25,25
Aug-99,1185,115905.51,23
Aug-99,1188,90709.92,16
Aug-99,1191,25131.96,8
Aug-99,1203,34329.33,9
Aug-99,1204,25574.85,5
Aug-99,1205,8818.74,2
Aug-99,1215,51526.44,12
Aug-99,1225,11337.48,4
Aug-99,1227,26707.59,7
Aug-99,1229,5668.74,2
Aug-99,1230,100096.92,16
Aug-99,1237,3999.24,1
Aug-99,1238,3999.24,1
Aug-99,1298,4156.74,1
Aug-99,1317,18421.20,5
Aug-99,1318,18421.20,5
Aug-99,1329,3341.52,3
Aug-99,1330,3341.52,3
Aug-99,1351,18578.70,5
Aug-99,1352,18578.70,5
Aug-99,1379,3778.74,1
Aug-99,1380,3778.74,1
Aug-99,1425,13728.96,4
Aug-99,1426,13728.96,4
Aug-99,1429,6801.48,2
Aug-99,1430,6801.48,2
Aug-99,1435,37472.40,10
Aug-99,1436,37472.40,10
Aug-99,1449,4248.72,3
Aug-99,1450,4248.72,3
Aug-99,1489,9446.22,3
Aug-99,1490,9446.22,3
Aug-99,1517,8498.70,5
Aug-99,1518,8498.70,5
Aug-99,1535,3715.74,1
Aug-99,1536,3715.74,1
Aug-99,1553,8048.88,2
Aug-99,1554,8048.88,2
Aug-99,1641,2547.72,3
Aug-99,1894,106429.05,13
Aug-99,1909,16753.59,7
Aug-99,1911,35146.44,12
Aug-99,1920,10109.61,3
Aug-99,1930,13542.48,4
Aug-99,1931,13542.48,4
Aug-99,1948,81791.01,23
Aug-99,1949,81791.01,23
Aug-99,1956,22143.24,12
Aug-99,1957,22143.24,12
Aug-99,1960,8154.09,7
Aug-99,1961,8154.09,7
Aug-99,1968,11463.48,4
Aug-99,1969,11463.48,4
Aug-99,1974,8811.18,14
Aug-99,1975,8811.18,14
Aug-99,1978,2991.87,1
Aug-99,1979,2991.87,1
Aug-99,1990,61727.40,20
Aug-99,2005,25227.09,7
Aug-99,2012,86172.03,19
Aug-99,2016,43084.44,12
Aug-99,2032,18612.09,7
Aug-99,2045,103054.77,21
Aug-99,2047,35967.96,8
Aug-99,2050,35906.22,6
Aug-99,2056,113003.73,29
Aug-99,2057,11338.74,2
Aug-99,2062,6614.37,1
Aug-99,2064,117167.40,20
Aug-99,2065,4409.37,1
Aug-99,2070,130963.77,21
Aug-99,2074,47242.44,12
Aug-99,2081,39680.55,15
Aug-99,2083,85476.51,23
Aug-99,2091,12784.59,7
Aug-99,2094,83149.92,16
Aug-99,2113,5666.85,1
Aug-99,2118,5918.85,1
Aug-99,2120,6296.85,1
Aug-99,2121,30227.40,4
Aug-99,2126,11333.70,2
Aug-99,2130,5666.85,1
Aug-99,2135,12593.70,2
Aug-99,2140,33059.25,5
Aug-99,2161,20591.55,3
Aug-99,2167,27707.40,4
Aug-99,2169,25691.40,4
Aug-99,2175,22667.40,4
Aug-99,2188,16785.72,6
Aug-99,2192,14549.22,6
Aug-99,2199,17130.96,8
Aug-99,2204,18705.33,9
Aug-99,2205,18705.33,9
Aug-99,2210,19363.05,15
Aug-99,2211,19363.05,15
Aug-99,2222,2960.37,1
Aug-99,2223,2960.37,1
Aug-99,2234,33048.54,42
Aug-99,2235,33048.54,42
Aug-99,2246,6297.48,4
Aug-99,2247,6297.48,4
Aug-99,2254,30464.28,44
Aug-99,2255,30464.28,44
Aug-99,2268,33447.33,9
Aug-99,2277,142098.39,47
Aug-99,2279,25790.31,13
Aug-99,2282,204588.72,56
Aug-99,2284,218696.94,62
Aug-99,2287,131031.81,13
Aug-99,2290,9543.87,1
Aug-99,2331,250589.43,39
Aug-99,2351,15432.48,4
Aug-99,2352,98770.14,22
Aug-99,2357,13479.48,4
Aug-99,2362,53882.64,6
Aug-99,2370,8630.37,1
Aug-99,2371,46300.59,7
Aug-99,2372,14614.11,3
Aug-99,2373,165359.25,25
Aug-99,2374,60474.96,8
Aug-99,2379,6235.11,3
Aug-99,2380,21920.22,6
Aug-99,2388,156087.54,42
Aug-99,2401,5857.11,3
Aug-99,2406,3211.11,3
Aug-99,2407,8813.70,10
Aug-99,2410,15552.81,13
Sep-99,25,28539.00,3
Sep-99,32,8435.70,1
Sep-99,36,54747.00,11
Sep-99,93,232470.00,20
Sep-99,94,51975.00,5
Sep-99,120,129402.00,13
Sep-99,157,7434.00,1
Sep-99,158,15750.00,2
Sep-99,184,17514.00,2
Sep-99,187,29484.00,3
Sep-99,193,8183.70,1
Sep-99,195,117734.40,13
Sep-99,226,18263.70,2
Sep-99,228,7871.85,1
Sep-99,234,4847.85,1
Sep-99,247,17627.40,4
Sep-99,248,13034.70,2
Sep-99,288,10391.85,1
Sep-99,289,41567.40,4
Sep-99,298,29295.00,3
Sep-99,315,6577.20,1
Sep-99,318,124702.20,12
Sep-99,319,26453.70,2
Sep-99,326,25505.55,3
Sep-99,330,6926.85,1
Sep-99,355,10451.70,2
Sep-99,370,32429.25,5
Sep-99,396,1193031.00,116
Sep-99,400,246840.30,30
Sep-99,415,11743.20,2
Sep-99,426,76639.50,8
Sep-99,433,135122.40,14
Sep-99,443,608041.35,64
Sep-99,455,10599.75,1
Sep-99,464,61150.95,9
Sep-99,475,861537.60,74
Sep-99,482,8063.37,1
Sep-99,485,38745.00,4
Sep-99,488,162993.60,14
Sep-99,491,743576.40,76
Sep-99,495,60583.95,9
Sep-99,499,243797.40,24
Sep-99,502,24305.40,2
Sep-99,510,140823.90,14
Sep-99,513,76344.66,14
Sep-99,530,29733.48,4
Sep-99,532,100349.55,15
Sep-99,550,111500.55,23
Sep-99,559,232989.75,33
Sep-99,573,158958.45,47
Sep-99,574,69766.20,7
Sep-99,580,300686.40,34
Sep-99,596,241872.75,27
Sep-99,597,224843.85,21
Sep-99,599,614968.20,68
Sep-99,604,549375.75,99
Sep-99,606,121388.40,32
Sep-99,609,1011565.80,108
Sep-99,631,199735.20,48
Sep-99,645,260517.60,29
Sep-99,658,108328.50,10
Sep-99,663,220808.70,24
Sep-99,676,886460.40,92
Sep-99,681,151502.40,20
Sep-99,683,198793.35,21
Sep-99,687,133884.45,25
Sep-99,702,27431.46,8
Sep-99,713,34575.66,18
Sep-99,714,34575.66,18
Sep-99,725,106673.49,77
Sep-99,726,106673.49,77
Sep-99,727,37957.50,50
Sep-99,728,37957.50,50
Sep-99,729,32596.83,9
Sep-99,730,32596.83,9
Sep-99,739,81811.80,40
Sep-99,740,81811.80,40
Sep-99,743,12880.98,4
Sep-99,744,12880.98,4
Sep-99,747,20975.22,6
Sep-99,748,20975.22,6
Sep-99,753,55522.53,19
Sep-99,754,55522.53,19
Sep-99,757,54397.98,54
Sep-99,758,54397.98,54
Sep-99,767,47856.06,38
Sep-99,768,47856.06,38
Sep-99,769,114195.69,37
Sep-99,770,114195.69,37
Sep-99,771,17854.83,9
Sep-99,772,17854.83,9
Sep-99,795,142006.41,43
Sep-99,796,142006.41,43
Sep-99,797,212095.80,59
Sep-99,800,5920.74,2
Sep-99,801,3464.37,1
Sep-99,823,89200.44,12
Sep-99,833,306159.84,32
Sep-99,837,466170.39,47
Sep-99,838,626058.72,56
Sep-99,842,18016.74,2
Sep-99,843,37796.22,6
Sep-99,847,90711.81,13
Sep-99,852,244548.99,27
Sep-99,853,10960.74,2
Sep-99,862,34828.92,16
Sep-99,863,29163.96,8
Sep-99,883,1249.92,1
Sep-99,901,348534.27,71
Sep-99,910,388156.86,78
Sep-99,914,181738.62,26
Sep-99,921,302180.76,48
Sep-99,922,141734.25,25
Sep-99,923,1888.74,1
Sep-99,932,10330.74,2
Sep-99,935,29291.85,5
Sep-99,936,113703.03,19
Sep-99,938,1230.39,1
Sep-99,940,342252.54,42
Sep-99,952,35525.07,11
Sep-99,962,180413.73,29
Sep-99,964,203711.76,48
Sep-99,979,144125.10,30
Sep-99,981,50509.62,26
Sep-99,988,9700.74,2
Sep-99,989,292790.61,53
Sep-99,990,290839.50,50
Sep-99,992,105631.47,31
Sep-99,993,23810.22,6
Sep-99,1003,10388.70,10
Sep-99,1005,19363.05,15
Sep-99,1008,50829.66,18
Sep-99,1014,6233.22,6
Sep-99,1045,22390.83,9
Sep-99,1046,9570.96,8
Sep-99,1053,48373.92,16
Sep-99,1065,185061.24,52
Sep-99,1066,185061.24,52
Sep-99,1073,2834.37,1
Sep-99,1074,2834.37,1
Sep-99,1079,22045.59,7
Sep-99,1080,22045.59,7
Sep-99,1081,43333.92,16
Sep-99,1082,43333.92,16
Sep-99,1105,29603.70,10
Sep-99,1106,29603.70,10
Sep-99,1107,1763.37,1
Sep-99,1108,1763.37,1
Sep-99,1109,45348.66,18
Sep-99,1110,45348.66,18
Sep-99,1111,46133.01,33
Sep-99,1112,46133.01,33
Sep-99,1116,114888.06,38
Sep-99,1120,27018.81,13
Sep-99,1122,37787.40,20
Sep-99,1131,60472.44,12
Sep-99,1132,151187.40,20
Sep-99,1133,68034.33,9
Sep-99,1150,23562.00,5
Sep-99,1157,131525.73,29
Sep-99,1166,90144.18,14
Sep-99,1167,3747.87,1
Sep-99,1168,26771.22,6
Sep-99,1169,10456.74,2
Sep-99,1173,277172.28,44
Sep-99,1182,62349.21,33
Sep-99,1185,100787.40,20
Sep-99,1188,130395.51,23
Sep-99,1191,47051.55,15
Sep-99,1203,45352.44,12
Sep-99,1204,46236.33,9
Sep-99,1205,13732.11,3
Sep-99,1206,6110.37,1
Sep-99,1208,11779.11,3
Sep-99,1210,103940.55,15
Sep-99,1215,145634.58,34
Sep-99,1225,36846.81,13
Sep-99,1227,103050.99,27
Sep-99,1229,8503.11,3
Sep-99,1230,237927.06,38
Sep-99,1237,3999.24,1
Sep-99,1238,3999.24,1
Sep-99,1259,3873.24,1
Sep-99,1260,3873.24,1
Sep-99,1298,4156.74,1
Sep-99,1309,3243.24,1
Sep-99,1310,3243.24,1
Sep-99,1329,10024.56,9
Sep-99,1330,10024.56,9
Sep-99,1345,10958.22,3
Sep-99,1346,10958.22,3
Sep-99,1347,10737.72,3
Sep-99,1348,10737.72,3
Sep-99,1351,14862.96,4
Sep-99,1352,14862.96,4
Sep-99,1379,26451.18,7
Sep-99,1380,26451.18,7
Sep-99,1425,34322.40,10
Sep-99,1426,34322.40,10
Sep-99,1429,6801.48,2
Sep-99,1430,6801.48,2
Sep-99,1435,37472.40,10
Sep-99,1436,37472.40,10
Sep-99,1449,8497.44,6
Sep-99,1450,8497.44,6
Sep-99,1477,11430.72,3
Sep-99,1478,11430.72,3
Sep-99,1483,849.24,1
Sep-99,1484,849.24,1
Sep-99,1489,9446.22,3
Sep-99,1490,9446.22,3
Sep-99,1517,16997.40,10
Sep-99,1518,16997.40,10
Sep-99,1535,7431.48,2
Sep-99,1536,7431.48,2
Sep-99,1537,3967.74,1
Sep-99,1538,3967.74,1
Sep-99,1641,5095.44,6
Sep-99,1734,16195.41,3
Sep-99,1735,16195.41,3
Sep-99,1894,155928.15,19
Sep-99,1909,9510.48,4
Sep-99,1911,87771.60,30
Sep-99,1914,4156.74,2
Sep-99,1920,33667.20,10
Sep-99,1930,23841.09,7
Sep-99,1931,23841.09,7
Sep-99,1948,85349.88,24
Sep-99,1949,85349.88,24
Sep-99,1956,33195.96,18
Sep-99,1957,33195.96,18
Sep-99,1960,16308.18,14
Sep-99,1961,16308.18,14
Sep-99,1968,19966.59,7
Sep-99,1969,19966.59,7
Sep-99,1974,16992.99,27
Sep-99,1975,16992.99,27
Sep-99,1978,6141.24,2
Sep-99,1979,6141.24,2
Sep-99,1990,46295.55,15
Sep-99,2005,39525.57,11
Sep-99,2012,86109.03,19
Sep-99,2016,78988.14,22
Sep-99,2032,29319.57,11
Sep-99,2045,324219.42,66
Sep-99,2047,122139.99,27
Sep-99,2050,173546.73,29
Sep-99,2055,6614.37,1
Sep-99,2056,272808.90,70
Sep-99,2057,28346.85,5
Sep-99,2062,39434.22,6
Sep-99,2064,251594.91,43
Sep-99,2070,236982.06,38
Sep-99,2074,177159.15,45
Sep-99,2081,100524.06,38
Sep-99,2083,267578.64,72
Sep-99,2091,36527.40,20
Sep-99,2094,197481.06,38
Sep-99,2111,6926.85,1
Sep-99,2120,11963.70,2
Sep-99,2121,30101.40,4
Sep-99,2127,10073.70,2
Sep-99,2128,4784.85,1
Sep-99,2135,12593.70,2
Sep-99,2140,19835.55,3
Sep-99,2152,7304.85,1
Sep-99,2161,20591.55,3
Sep-99,2167,13853.70,2
Sep-99,2169,25691.40,4
Sep-99,2188,16817.22,6
Sep-99,2192,16942.59,7
Sep-99,2199,10675.35,5
Sep-99,2204,24940.44,12
Sep-99,2205,24940.44,12
Sep-99,2210,27108.27,21
Sep-99,2211,27108.27,21
Sep-99,2222,26643.33,9
Sep-99,2223,26643.33,9
Sep-99,2234,70818.30,90
Sep-99,2235,70818.30,90
Sep-99,2246,4723.11,3
Sep-99,2247,4723.11,3
Sep-99,2254,53469.99,77
Sep-99,2255,53469.99,77
Sep-99,2268,70611.03,19
Sep-99,2274,3527.37,1
Sep-99,2277,290212.02,96
Sep-99,2279,43645.14,22
Sep-99,2282,299576.34,82
Sep-99,2284,204146.46,58
Sep-99,2287,201587.40,20
Sep-99,2290,66492.09,7
Sep-99,2307,13416.48,4
Sep-99,2321,4283.37,1
Sep-99,2331,514029.60,80
Sep-99,2332,5039.37,1
Sep-99,2351,62107.92,16
Sep-99,2352,90203.40,20
Sep-99,2357,26706.96,8
Sep-99,2362,74658.15,8
Sep-99,2364,7810.74,2
Sep-99,2370,104131.44,12
Sep-99,2371,105829.92,16
Sep-99,2372,76912.92,16
Sep-99,2373,337332.87,51
Sep-99,2374,158746.77,21
Sep-99,2379,17823.96,8
Sep-99,2380,44029.44,12
Sep-99,2388,382786.11,103
Sep-99,2401,5857.11,3
Sep-99,2406,8562.96,8
Sep-99,2407,15864.66,18
Sep-99,2410,45462.06,38
Oct-99,25,76104.00,8
Oct-99,32,8536.50,1
Oct-99,33,8813.70,1
Oct-99,36,79632.00,16
Oct-99,93,334593.00,29
Oct-99,94,51975.00,5
Oct-99,111,9513.00,1
Oct-99,120,189126.00,19
Oct-99,139,39312.00,6
Oct-99,158,23625.00,3
Oct-99,184,52542.00,6
Oct-99,187,29484.00,3
Oct-99,193,8183.70,1
Oct-99,195,169041.60,18
Oct-99,226,27395.55,3
Oct-99,228,23615.55,3
Oct-99,234,9695.70,2
Oct-99,247,26441.10,6
Oct-99,248,52072.65,8
Oct-99,289,20783.70,2
Oct-99,297,59512.95,7
Oct-99,315,6577.20,1
Oct-99,316,5796.00,1
Oct-99,318,83134.80,8
Oct-99,319,79361.10,6
Oct-99,320,16376.85,1
Oct-99,326,51011.10,6
Oct-99,355,15677.55,3
Oct-99,357,6485.85,1
Oct-99,370,19457.55,3
Oct-99,396,1059329.25,103
Oct-99,400,205310.70,25
Oct-99,415,11900.70,2
Oct-99,426,9541.35,1
Oct-99,433,124746.30,13
Oct-99,443,399788.55,42
Oct-99,464,122301.90,18
Oct-99,475,920127.60,79
Oct-99,485,58117.50,6
Oct-99,488,69854.40,6
Oct-99,491,880551.00,90
Oct-99,495,20194.65,3
Oct-99,499,264108.60,26
Oct-99,510,110624.85,11
Oct-99,513,152313.84,28
Oct-99,521,20032.11,3
